Location,BSSID_Key_Value_Pairs,BSSID_JSON,AP_Count,Timestamp
AB1 Room 204,90:14:AF:5F:B1:10: 77% | FC:11:65:DF:CB:F0: 100% | FC:11:65:DF:CC:00: 92%,"{""90:14:AF:5F:B1:10"": {""signal"": ""77%"", ""frequency"": ""5 GHz"", ""channel"": ""149""}, ""FC:11:65:DF:CB:F0"": {""signal"": ""100%"", ""frequency"": ""2.4 GHz"", ""channel"": ""1""}, ""FC:11:65:DF:CC:00"": {""signal"": ""92%"", ""frequency"": ""5 GHz"", ""channel"": ""136""}}",3,2026-09-08 17:19:11
room 219,FC:11:65:DF:CB:F0: 100% | 90:14:AF:5F:B1:00: 100% | FC:11:65:DF:CC:00: 89% | FC:11:65:DE:E9:90: 84% | 90:14:AF:5F:BC:C0: 84% | FC:11:65:DF:84:30: 82% | 90:14:AF:5F:6D:00: 79% | 90:14:AF:5F:B1:10: 75% | 90:14:AF:5F:BC:D0: 72% | FC:11:65:DF:84:40: 67% | 90:14:AF:5F:6C:60: 64% | 90:14:AF:5F:6D:10: 64% | FC:11:65:DF:96:90: 60% | FC:11:65:DF:B1:90: 55% | 90:14:AF:5F:6A:E0: 54% | 90:14:AF:5F:6A:F0: 54% | 90:14:AF:5F:A0:C0: 50% | FC:11:65:DE:FC:90: 47% | 90:14:AF:5F:6C:70: 47% | FC:11:65:DF:B1:A0: 42% | 90:14:AF:5F:1F:20: 40% | 90:14:AF:5F:7C:B0: 40% | 90:14:AF:5F:A0:D0: 40% | 90:14:AF:5F:88:B0: 27% | 90:14:AF:5F:6C:10: 24% | 90:14:AF:5F:10:B0: 20% | 90:14:AF:5F:69:D0: 19% | 90:14:AF:5F:81:70: 17%,"{""FC:11:65:DF:CB:F0"": {""signal"": ""100%"", ""frequency"": ""2.4 GHz"", ""channel"": ""1""}, ""90:14:AF:5F:B1:00"": {""signal"": ""100%"", ""frequency"": ""2.4 GHz"", ""channel"": ""1""}, ""FC:11:65:DF:CC:00"": {""signal"": ""89%"", ""frequency"": ""5 GHz"", ""channel"": ""136""}, ""FC:11:65:DE:E9:90"": {""signal"": ""84%"", ""frequency"": ""2.4 GHz"", ""channel"": ""11""}, ""90:14:AF:5F:BC:C0"": {""signal"": ""84%"", ""frequency"": ""2.4 GHz"", ""channel"": ""11""}, ""FC:11:65:DF:84:30"": {""signal"": ""82%"", ""frequency"": ""2.4 GHz"", ""channel"": ""11""}, ""90:14:AF:5F:6D:00"": {""signal"": ""79%"", ""frequency"": ""2.4 GHz"", ""channel"": ""1""}, ""90:14:AF:5F:B1:10"": {""signal"": ""75%"", ""frequency"": ""5 GHz"", ""channel"": ""149""}, ""90:14:AF:5F:BC:D0"": {""signal"": ""72%"", ""frequency"": ""5 GHz"", ""channel"": ""108""}, ""FC:11:65:DF:84:40"": {""signal"": ""67%"", ""frequency"": ""5 GHz"", ""channel"": ""104""}, ""90:14:AF:5F:6C:60"": {""signal"": ""64%"", ""frequency"": ""2.4 GHz"", ""channel"": ""1""}, ""90:14:AF:5F:6D:10"": {""signal"": ""64%"", ""frequency"": ""5 GHz"", ""channel"": ""48""}, ""FC:11:65:DF:96:90"": {""signal"": ""60%"", ""frequency"": ""2.4 GHz"", ""channel"": ""6""}, ""FC:11:65:DF:B1:90"": {""signal"": ""55%"", ""frequency"": ""2.4 GHz"", ""channel"": ""1""}, ""90:14:AF:5F:6A:E0"": {""signal"": ""54%"", ""frequency"": ""2.4 GHz"", ""channel"": ""11""}, ""90:14:AF:5F:6A:F0"": {""signal"": ""54%"", ""frequency"": ""5 GHz"", ""channel"": ""100""}, ""90:14:AF:5F:A0:C0"": {""signal"": ""50%"", ""frequency"": ""2.4 GHz"", ""channel"": ""11""}, ""FC:11:65:DE:FC:90"": {""signal"": ""47%"", ""frequency"": ""2.4 GHz"", ""channel"": ""11""}, ""90:14:AF:5F:6C:70"": {""signal"": ""47%"", ""frequency"": ""5 GHz"", ""channel"": ""112""}, ""FC:11:65:DF:B1:A0"": {""signal"": ""42%"", ""frequency"": ""5 GHz"", ""channel"": ""112""}, ""90:14:AF:5F:1F:20"": {""signal"": ""40%"", ""frequency"": ""2.4 GHz"", ""channel"": ""1""}, ""90:14:AF:5F:7C:B0"": {""signal"": ""40%"", ""frequency"": ""5 GHz"", ""channel"": ""52""}, ""90:14:AF:5F:A0:D0"": {""signal"": ""40%"", ""frequency"": ""5 GHz"", ""channel"": ""153""}, ""90:14:AF:5F:88:B0"": {""signal"": ""27%"", ""frequency"": ""5 GHz"", ""channel"": ""60""}, ""90:14:AF:5F:6C:10"": {""signal"": ""24%"", ""frequency"": ""5 GHz"", ""channel"": ""161""}, ""90:14:AF:5F:10:B0"": {""signal"": ""20%"", ""frequency"": ""5 GHz"", ""channel"": ""108""}, ""90:14:AF:5F:69:D0"": {""signal"": ""19%"", ""frequency"": ""5 GHz"", ""channel"": ""40""}, ""90:14:AF:5F:81:70"": {""signal"": ""17%"", ""frequency"": ""5 GHz"", ""channel"": ""56""}}",28,2026-09-08 17:20:08
219a,FC:11:65:DF:CC:00: 84%,"{""FC:11:65:DF:CC:00"": {""signal"": ""84%"", ""frequency"": ""5 GHz"", ""channel"": ""136""}}",1,2026-09-08 17:29:21
219,90:14:AF:5F:B1:10: 94% | FC:11:65:DF:CC:00: 85% | FC:11:65:DE:E9:90: 81% | 90:14:AF:5F:BC:C0: 80% | 90:14:AF:5F:6D:10: 79% | FC:11:65:DE:E9:A0: 75% | FC:11:65:DE:FC:90: 57% | 90:14:AF:5F:6C:60: 39% | 90:14:AF:5F:A0:D0: 36% | 90:14:AF:5F:A0:C0: 33% | FC:11:65:DE:FC:A0: 33%,"{""90:14:AF:5F:B1:10"": {""signal"": ""94%"", ""frequency"": ""5 GHz"", ""channel"": ""149""}, ""FC:11:65:DF:CC:00"": {""signal"": ""85%"", ""frequency"": ""5 GHz"", ""channel"": ""136""}, ""FC:11:65:DE:E9:90"": {""signal"": ""81%"", ""frequency"": ""2.4 GHz"", ""channel"": ""11""}, ""90:14:AF:5F:BC:C0"": {""signal"": ""80%"", ""frequency"": ""2.4 GHz"", ""channel"": ""11""}, ""90:14:AF:5F:6D:10"": {""signal"": ""79%"", ""frequency"": ""5 GHz"", ""channel"": ""48""}, ""FC:11:65:DE:E9:A0"": {""signal"": ""75%"", ""frequency"": ""5 GHz"", ""channel"": ""36""}, ""FC:11:65:DE:FC:90"": {""signal"": ""57%"", ""frequency"": ""2.4 GHz"", ""channel"": ""11""}, ""90:14:AF:5F:6C:60"": {""signal"": ""39%"", ""frequency"": ""2.4 GHz"", ""channel"": ""1""}, ""90:14:AF:5F:A0:D0"": {""signal"": ""36%"", ""frequency"": ""5 GHz"", ""channel"": ""153""}, ""90:14:AF:5F:A0:C0"": {""signal"": ""33%"", ""frequency"": ""2.4 GHz"", ""channel"": ""11""}, ""FC:11:65:DE:FC:A0"": {""signal"": ""33%"", ""frequency"": ""5 GHz"", ""channel"": ""44""}}",11,2026-09-08 17:31:07
219c,90:14:AF:5F:B1:10: 95% | FC:11:65:DF:CB:F0: 95% | 90:14:AF:5F:B1:00: 95% | FC:11:65:DF:CC:00: 87% | FC:11:65:DF:84:30: 83% | FC:11:65:DF:84:40: 80% | 90:14:AF:5F:6D:00: 80% | 90:14:AF:5F:6D:10: 79% | 90:14:AF:5F:BC:D0: 79% | FC:11:65:DE:E9:A0: 75% | FC:11:65:DF:B1:A0: 30% | 90:14:AF:5F:6A:10: 27% | 90:14:AF:5F:69:D0: 15% | 90:14:AF:5F:94:F0: 12% | 90:14:AF:5F:6C:10: 12%,"{""90:14:AF:5F:B1:10"": {""signal"": ""95%"", ""frequency"": ""5 GHz"", ""channel"": ""149""}, ""FC:11:65:DF:CB:F0"": {""signal"": ""95%"", ""frequency"": ""2.4 GHz"", ""channel"": ""1""}, ""90:14:AF:5F:B1:00"": {""signal"": ""95%"", ""frequency"": ""2.4 GHz"", ""channel"": ""1""}, ""FC:11:65:DF:CC:00"": {""signal"": ""87%"", ""frequency"": ""5 GHz"", ""channel"": ""136""}, ""FC:11:65:DF:84:30"": {""signal"": ""83%"", ""frequency"": ""2.4 GHz"", ""channel"": ""11""}, ""FC:11:65:DF:84:40"": {""signal"": ""80%"", ""frequency"": ""5 GHz"", ""channel"": ""104""}, ""90:14:AF:5F:6D:00"": {""signal"": ""80%"", ""frequency"": ""2.4 GHz"", ""channel"": ""1""}, ""90:14:AF:5F:6D:10"": {""signal"": ""79%"", ""frequency"": ""5 GHz"", ""channel"": ""48""}, ""90:14:AF:5F:BC:D0"": {""signal"": ""79%"", ""frequency"": ""5 GHz"", ""channel"": ""108""}, ""FC:11:65:DE:E9:A0"": {""signal"": ""75%"", ""frequency"": ""5 GHz"", ""channel"": ""36""}, ""FC:11:65:DF:B1:A0"": {""signal"": ""30%"", ""frequency"": ""5 GHz"", ""channel"": ""112""}, ""90:14:AF:5F:6A:10"": {""signal"": ""27%"", ""frequency"": ""5 GHz"", ""channel"": ""136""}, ""90:14:AF:5F:69:D0"": {""signal"": ""15%"", ""frequency"": ""5 GHz"", ""channel"": ""64""}, ""90:14:AF:5F:94:F0"": {""signal"": ""12%"", ""frequency"": ""5 GHz"", ""channel"": ""117 (45 %)""}, ""90:14:AF:5F:6C:10"": {""signal"": ""12%"", ""frequency"": ""5 GHz"", ""channel"": ""161""}}",15,2026-09-08 17:34:03
BETWEEN 211-210,90:14:AF:5F:A0:C0: 89% | FC:11:65:DF:B1:90: 89% | 90:14:AF:5F:A0:D0: 88% | 90:14:AF:5F:6C:60: 83% | FC:11:65:DF:96:90: 83% | 90:14:AF:5F:6C:70: 82% | FC:11:65:DE:E9:90: 82% | 90:14:AF:5F:6A:10: 80% | 90:14:AF:5F:1F:30: 80% | 90:14:AF:5F:81:70: 80% | FC:11:65:DF:84:40: 80% | FC:11:65:DF:96:A0: 79% | 90:14:AF:5F:88:A0: 79% | 90:14:AF:5F:1F:20: 79% | 90:14:AF:5F:6A:00: 79% | 90:14:AF:5F:6C:10: 79% | 90:14:AF:5F:84:C0: 78% | 90:14:AF:5F:6C:00: 77% | 90:14:AF:5F:6A:F0: 77% | 90:14:AF:5F:84:D0: 77% | 90:14:AF:5F:10:B0: 77% | 90:14:AF:5F:BB:70: 76% | 90:14:AF:5F:94:F0: 76% | FC:11:65:DE:E9:A0: 75% | 90:14:AF:5F:B1:10: 72% | 90:14:AF:5E:EB:E0: 72% | 90:14:AF:5F:69:D0: 72% | 90:14:AF:5F:7C:B0: 72% | 90:14:AF:5F:10:A0: 69% | FC:11:65:DF:CC:00: 66% | FC:11:65:DF:6E:90: 63% | 90:14:AF:5F:97:10: 63% | 90:14:AF:5F:88:90: 60% | 90:14:AF:5F:6D:10: 57% | 90:14:AF:5E:EB:F0: 48% | 90:14:AF:5F:6D:20: 48% | 90:14:AF:5F:88:80: 48% | 90:14:AF:5F:6D:30: 45% | 90:14:AF:5F:B6:30: 36% | FC:11:65:DF:B1:A0: 30% | 90:14:AF:5E:E3:F0: 21% | 90:14:AF:5E:E4:D0: 18% | 90:14:AF:5F:7F:F0: 0%,"{""90:14:AF:5F:A0:C0"": {""signal"": ""89%"", ""frequency"": ""2.4 GHz"", ""channel"": ""11""}, ""FC:11:65:DF:B1:90"": {""signal"": ""89%"", ""frequency"": ""2.4 GHz"", ""channel"": ""1""}, ""90:14:AF:5F:A0:D0"": {""signal"": ""88%"", ""frequency"": ""5 GHz"", ""channel"": ""153""}, ""90:14:AF:5F:6C:60"": {""signal"": ""83%"", ""frequency"": ""2.4 GHz"", ""channel"": ""1""}, ""FC:11:65:DF:96:90"": {""signal"": ""83%"", ""frequency"": ""2.4 GHz"", ""channel"": ""6""}, ""90:14:AF:5F:6C:70"": {""signal"": ""82%"", ""frequency"": ""5 GHz"", ""channel"": ""112""}, ""FC:11:65:DE:E9:90"": {""signal"": ""82%"", ""frequency"": ""2.4 GHz"", ""channel"": ""11""}, ""90:14:AF:5F:6A:10"": {""signal"": ""80%"", ""frequency"": ""5 GHz"", ""channel"": ""136""}, ""90:14:AF:5F:1F:30"": {""signal"": ""80%"", ""frequency"": ""5 GHz"", ""channel"": ""132""}, ""90:14:AF:5F:81:70"": {""signal"": ""80%"", ""frequency"": ""5 GHz"", ""channel"": ""56""}, ""FC:11:65:DF:84:40"": {""signal"": ""80%"", ""frequency"": ""5 GHz"", ""channel"": ""104""}, ""FC:11:65:DF:96:A0"": {""signal"": ""79%"", ""frequency"": ""5 GHz"", ""channel"": ""132""}, ""90:14:AF:5F:88:A0"": {""signal"": ""79%"", ""frequency"": ""2.4 GHz"", ""channel"": ""6""}, ""90:14:AF:5F:1F:20"": {""signal"": ""79%"", ""frequency"": ""2.4 GHz"", ""channel"": ""1""}, ""90:14:AF:5F:6A:00"": {""signal"": ""79%"", ""frequency"": ""2.4 GHz"", ""channel"": ""6""}, ""90:14:AF:5F:6C:10"": {""signal"": ""79%"", ""frequency"": ""5 GHz"", ""channel"": ""161""}, ""90:14:AF:5F:84:C0"": {""signal"": ""78%"", ""frequency"": ""2.4 GHz"", ""channel"": ""6""}, ""90:14:AF:5F:6C:00"": {""signal"": ""77%"", ""frequency"": ""2.4 GHz"", ""channel"": ""6""}, ""90:14:AF:5F:6A:F0"": {""signal"": ""77%"", ""frequency"": ""5 GHz"", ""channel"": ""100""}, ""90:14:AF:5F:84:D0"": {""signal"": ""77%"", ""frequency"": ""5 GHz"", ""channel"": ""48""}, ""90:14:AF:5F:10:B0"": {""signal"": ""77%"", ""frequency"": ""5 GHz"", ""channel"": ""108""}, ""90:14:AF:5F:BB:70"": {""signal"": ""76%"", ""frequency"": ""5 GHz"", ""channel"": ""149""}, ""90:14:AF:5F:94:F0"": {""signal"": ""76%"", ""frequency"": ""5 GHz"", ""channel"": ""115 (45 %)""}, ""FC:11:65:DE:E9:A0"": {""signal"": ""75%"", ""frequency"": ""5 GHz"", ""channel"": ""36""}, ""90:14:AF:5F:B1:10"": {""signal"": ""72%"", ""frequency"": ""5 GHz"", ""channel"": ""149""}, ""90:14:AF:5E:EB:E0"": {""signal"": ""72%"", ""frequency"": ""2.4 GHz"", ""channel"": ""1""}, ""90:14:AF:5F:69:D0"": {""signal"": ""72%"", ""frequency"": ""5 GHz"", ""channel"": ""64""}, ""90:14:AF:5F:7C:B0"": {""signal"": ""72%"", ""frequency"": ""5 GHz"", ""channel"": ""52""}, ""90:14:AF:5F:10:A0"": {""signal"": ""69%"", ""frequency"": ""2.4 GHz"", ""channel"": ""6""}, ""FC:11:65:DF:CC:00"": {""signal"": ""66%"", ""frequency"": ""5 GHz"", ""channel"": ""136""}, ""FC:11:65:DF:6E:90"": {""signal"": ""63%"", ""frequency"": ""2.4 GHz"", ""channel"": ""6""}, ""90:14:AF:5F:97:10"": {""signal"": ""63%"", ""frequency"": ""5 GHz"", ""channel"": ""112""}, ""90:14:AF:5F:88:90"": {""signal"": ""60%"", ""frequency"": ""5 GHz"", ""channel"": ""104""}, ""90:14:AF:5F:6D:10"": {""signal"": ""57%"", ""frequency"": ""5 GHz"", ""channel"": ""48""}, ""90:14:AF:5E:EB:F0"": {""signal"": ""48%"", ""frequency"": ""5 GHz"", ""channel"": ""132""}, ""90:14:AF:5F:6D:20"": {""signal"": ""48%"", ""frequency"": ""2.4 GHz"", ""channel"": ""1""}, ""90:14:AF:5F:88:80"": {""signal"": ""48%"", ""frequency"": ""2.4 GHz"", ""channel"": ""6""}, ""90:14:AF:5F:6D:30"": {""signal"": ""45%"", ""frequency"": ""5 GHz"", ""channel"": ""36""}, ""90:14:AF:5F:B6:30"": {""signal"": ""36%"", ""frequency"": ""5 GHz"", ""channel"": ""100""}, ""FC:11:65:DF:B1:A0"": {""signal"": ""30%"", ""frequency"": ""5 GHz"", ""channel"": ""112""}, ""90:14:AF:5E:E3:F0"": {""signal"": ""21%"", ""frequency"": ""5 GHz"", ""channel"": ""100""}, ""90:14:AF:5E:E4:D0"": {""signal"": ""18%"", ""frequency"": ""5 GHz"", ""channel"": ""52""}, ""90:14:AF:5F:7F:F0"": {""signal"": ""0%"", ""frequency"": ""5 GHz"", ""channel"": ""64""}}",43,2026-09-08 17:35:56
BETWEEN 210-211 B,90:14:AF:5F:A0:C0: 89% | FC:11:65:DF:B1:90: 89% | 90:14:AF:5F:A0:D0: 88% | 90:14:AF:5F:6C:60: 83% | FC:11:65:DF:96:90: 83% | 90:14:AF:5F:6C:70: 82% | FC:11:65:DE:E9:90: 82% | 90:14:AF:5F:6A:10: 80% | 90:14:AF:5F:1F:30: 80% | 90:14:AF:5F:81:70: 80% | FC:11:65:DF:84:40: 80% | FC:11:65:DF:96:A0: 79% | 90:14:AF:5F:88:A0: 79% | 90:14:AF:5F:1F:20: 79% | 90:14:AF:5F:6A:00: 79% | 90:14:AF:5F:6C:10: 79% | 90:14:AF:5F:84:C0: 78% | 90:14:AF:5F:6C:00: 77% | 90:14:AF:5F:6A:F0: 77% | 90:14:AF:5F:84:D0: 77% | 90:14:AF:5F:10:B0: 77% | 90:14:AF:5F:BB:70: 76% | 90:14:AF:5F:94:F0: 76% | FC:11:65:DE:E9:A0: 75% | 90:14:AF:5F:B1:10: 72% | 90:14:AF:5E:EB:E0: 72% | 90:14:AF:5F:69:D0: 72% | 90:14:AF:5F:7C:B0: 72% | 90:14:AF:5F:10:A0: 69% | FC:11:65:DF:CC:00: 66% | FC:11:65:DF:6E:90: 63% | 90:14:AF:5F:97:10: 63% | 90:14:AF:5F:88:90: 60% | 90:14:AF:5F:6D:10: 57% | 90:14:AF:5E:EB:F0: 48% | 90:14:AF:5F:6D:20: 48% | 90:14:AF:5F:88:80: 48% | 90:14:AF:5F:6D:30: 45% | 90:14:AF:5F:B6:30: 36% | FC:11:65:DF:B1:A0: 30% | 90:14:AF:5E:E3:F0: 21% | 90:14:AF:5E:E4:D0: 18% | 90:14:AF:5F:7F:F0: 0%,"{""90:14:AF:5F:A0:C0"": {""signal"": ""89%"", ""frequency"": ""2.4 GHz"", ""channel"": ""11""}, ""FC:11:65:DF:B1:90"": {""signal"": ""89%"", ""frequency"": ""2.4 GHz"", ""channel"": ""1""}, ""90:14:AF:5F:A0:D0"": {""signal"": ""88%"", ""frequency"": ""5 GHz"", ""channel"": ""153""}, ""90:14:AF:5F:6C:60"": {""signal"": ""83%"", ""frequency"": ""2.4 GHz"", ""channel"": ""1""}, ""FC:11:65:DF:96:90"": {""signal"": ""83%"", ""frequency"": ""2.4 GHz"", ""channel"": ""6""}, ""90:14:AF:5F:6C:70"": {""signal"": ""82%"", ""frequency"": ""5 GHz"", ""channel"": ""112""}, ""FC:11:65:DE:E9:90"": {""signal"": ""82%"", ""frequency"": ""2.4 GHz"", ""channel"": ""11""}, ""90:14:AF:5F:6A:10"": {""signal"": ""80%"", ""frequency"": ""5 GHz"", ""channel"": ""136""}, ""90:14:AF:5F:1F:30"": {""signal"": ""80%"", ""frequency"": ""5 GHz"", ""channel"": ""132""}, ""90:14:AF:5F:81:70"": {""signal"": ""80%"", ""frequency"": ""5 GHz"", ""channel"": ""56""}, ""FC:11:65:DF:84:40"": {""signal"": ""80%"", ""frequency"": ""5 GHz"", ""channel"": ""104""}, ""FC:11:65:DF:96:A0"": {""signal"": ""79%"", ""frequency"": ""5 GHz"", ""channel"": ""132""}, ""90:14:AF:5F:88:A0"": {""signal"": ""79%"", ""frequency"": ""2.4 GHz"", ""channel"": ""6""}, ""90:14:AF:5F:1F:20"": {""signal"": ""79%"", ""frequency"": ""2.4 GHz"", ""channel"": ""1""}, ""90:14:AF:5F:6A:00"": {""signal"": ""79%"", ""frequency"": ""2.4 GHz"", ""channel"": ""6""}, ""90:14:AF:5F:6C:10"": {""signal"": ""79%"", ""frequency"": ""5 GHz"", ""channel"": ""161""}, ""90:14:AF:5F:84:C0"": {""signal"": ""78%"", ""frequency"": ""2.4 GHz"", ""channel"": ""6""}, ""90:14:AF:5F:6C:00"": {""signal"": ""77%"", ""frequency"": ""2.4 GHz"", ""channel"": ""6""}, ""90:14:AF:5F:6A:F0"": {""signal"": ""77%"", ""frequency"": ""5 GHz"", ""channel"": ""100""}, ""90:14:AF:5F:84:D0"": {""signal"": ""77%"", ""frequency"": ""5 GHz"", ""channel"": ""48""}, ""90:14:AF:5F:10:B0"": {""signal"": ""77%"", ""frequency"": ""5 GHz"", ""channel"": ""108""}, ""90:14:AF:5F:BB:70"": {""signal"": ""76%"", ""frequency"": ""5 GHz"", ""channel"": ""149""}, ""90:14:AF:5F:94:F0"": {""signal"": ""76%"", ""frequency"": ""5 GHz"", ""channel"": ""115 (45 %)""}, ""FC:11:65:DE:E9:A0"": {""signal"": ""75%"", ""frequency"": ""5 GHz"", ""channel"": ""36""}, ""90:14:AF:5F:B1:10"": {""signal"": ""72%"", ""frequency"": ""5 GHz"", ""channel"": ""149""}, ""90:14:AF:5E:EB:E0"": {""signal"": ""72%"", ""frequency"": ""2.4 GHz"", ""channel"": ""1""}, ""90:14:AF:5F:69:D0"": {""signal"": ""72%"", ""frequency"": ""5 GHz"", ""channel"": ""64""}, ""90:14:AF:5F:7C:B0"": {""signal"": ""72%"", ""frequency"": ""5 GHz"", ""channel"": ""52""}, ""90:14:AF:5F:10:A0"": {""signal"": ""69%"", ""frequency"": ""2.4 GHz"", ""channel"": ""6""}, ""FC:11:65:DF:CC:00"": {""signal"": ""66%"", ""frequency"": ""5 GHz"", ""channel"": ""136""}, ""FC:11:65:DF:6E:90"": {""signal"": ""63%"", ""frequency"": ""2.4 GHz"", ""channel"": ""6""}, ""90:14:AF:5F:97:10"": {""signal"": ""63%"", ""frequency"": ""5 GHz"", ""channel"": ""112""}, ""90:14:AF:5F:88:90"": {""signal"": ""60%"", ""frequency"": ""5 GHz"", ""channel"": ""104""}, ""90:14:AF:5F:6D:10"": {""signal"": ""57%"", ""frequency"": ""5 GHz"", ""channel"": ""48""}, ""90:14:AF:5E:EB:F0"": {""signal"": ""48%"", ""frequency"": ""5 GHz"", ""channel"": ""132""}, ""90:14:AF:5F:6D:20"": {""signal"": ""48%"", ""frequency"": ""2.4 GHz"", ""channel"": ""1""}, ""90:14:AF:5F:88:80"": {""signal"": ""48%"", ""frequency"": ""2.4 GHz"", ""channel"": ""6""}, ""90:14:AF:5F:6D:30"": {""signal"": ""45%"", ""frequency"": ""5 GHz"", ""channel"": ""36""}, ""90:14:AF:5F:B6:30"": {""signal"": ""36%"", ""frequency"": ""5 GHz"", ""channel"": ""100""}, ""FC:11:65:DF:B1:A0"": {""signal"": ""30%"", ""frequency"": ""5 GHz"", ""channel"": ""112""}, ""90:14:AF:5E:E3:F0"": {""signal"": ""21%"", ""frequency"": ""5 GHz"", ""channel"": ""100""}, ""90:14:AF:5E:E4:D0"": {""signal"": ""18%"", ""frequency"": ""5 GHz"", ""channel"": ""52""}, ""90:14:AF:5F:7F:F0"": {""signal"": ""0%"", ""frequency"": ""5 GHz"", ""channel"": ""64""}}",43,2026-09-08 17:36:07
